paper_id,issue_year,idea_quality,idea_quality_ensemble,ensemble_tier,placement_rung,placement_label,reached_top5,prestige,idea_tier
w15667,2010,1.0219345,1.0209484498047123,limited,0,unmatched,0,0,limited
w15668,2010,3.462086,3.4478985763626193,exceptional,2,mid,0,0,strong
w15669,2010,2.2344335,2.1410067139210938,fair,0,unmatched,0,0,fair
w15670,2010,2.1545405,2.129085190713698,fair,0,unmatched,0,0,fair
w15671,2010,2.948933,2.8086557269500805,strong,1,lower,0,0,strong
w15672,2010,3.5332975,3.5459605800600213,exceptional,3,top_field,0,1,strong
w15673,2010,2.5105415,2.4864790377203025,strong,1,lower,0,0,fair
w15674,2010,3.8300925,3.830553330925079,exceptional,3,top_field,0,1,exceptional
w15675,2010,2.442678,2.4372495527208016,strong,0,unmatched,0,0,strong
w15676,2010,2.5796574999999997,2.263531875108308,fair,0,unmatched,0,0,fair
w15677,2010,3.2821695,3.1250529678293493,strong,3,top_field,0,1,strong
w15678,2010,3.2191705,3.3750385823279885,exceptional,0,unmatched,0,0,exceptional
w15679,2010,3.159674,3.0073039395337693,strong,2,mid,0,0,strong
w15680,2010,2.070483,2.004841385012455,fair,0,unmatched,0,0,fair
w15681,2010,3.0984879999999997,2.958911599148681,strong,0,unmatched,0,0,strong
w15682,2010,1.8804045,1.5308622814419257,limited,0,unmatched,0,0,limited
w15683,2010,2.8640445,2.665008874701393,strong,1,lower,0,0,fair
w15684,2010,3.148023,3.215193261572195,exceptional,4,top5,1,1,fair
w15685,2010,2.2683035,2.0025931836096458,fair,1,lower,0,0,fair
w15686,2010,3.7724465,3.776196987278955,exceptional,4,top5,1,1,exceptional
w15687,2010,3.7887625,3.803395094987343,exceptional,3,top_field,0,1,exceptional
w15688,2010,2.5090095,2.321695801104282,fair,3,top_field,0,1,fair
w15689,2010,2.0582715,2.0118741387430212,fair,0,unmatched,0,0,fair
w15690,2010,2.8905285000000003,2.8690645482480353,strong,1,lower,0,0,strong
w15691,2010,2.9427955,2.628124530576547,strong,0,unmatched,0,0,fair
w15692,2010,2.3340215,2.2332563147317273,strong,0,unmatched,0,0,limited
w15693,2010,3.5229165,3.524024791362577,exceptional,3,top_field,0,1,strong
w15694,2010,2.3179625,2.083125594487127,fair,3,top_field,0,1,fair
w15695,2010,3.143535,3.056683074150659,strong,0,unmatched,0,0,strong
w15696,2010,2.1990195,2.0049405588383893,fair,1,lower,0,0,fair
w15697,2010,2.2852694999999996,2.034708788504855,fair,2,mid,0,0,fair
w15698,2010,3.3704965,3.3265413213828925,strong,1,lower,0,0,strong
w15699,2010,3.5091555000000003,3.612085008307736,exceptional,0,unmatched,0,0,exceptional
w15700,2010,3.2193880000000004,3.022578584890202,strong,0,unmatched,0,0,strong
w15701,2010,3.2229955,3.081703515301938,strong,1,lower,0,0,strong
w15702,2010,3.7716905,3.777202252609429,exceptional,3,top_field,0,1,exceptional
w15703,2010,2.1282005,2.036948311916122,fair,0,unmatched,0,0,fair
w15704,2010,2.3916500000000003,2.036068530816489,fair,1,lower,0,0,fair
w15705,2010,3.264544,3.1261355736819727,strong,4,top5,1,1,strong
w15706,2010,3.2919605,3.0986050145594564,strong,3,top_field,0,1,strong
w15707,2010,3.743815,3.7569393768065713,exceptional,3,top_field,0,1,exceptional
w15708,2010,3.4292415,3.3918272930714153,strong,3,top_field,0,1,strong
w15709,2010,3.6646995,3.668471745034896,exceptional,2,mid,0,0,exceptional
w15710,2010,2.5762615,2.0466324280402572,fair,2,mid,0,0,fair
w15711,2010,2.9143795,2.9517641928672207,strong,3,top_field,0,1,strong
w15712,2010,3.742859,3.75766696169638,exceptional,3,top_field,0,1,exceptional
w15713,2010,2.9889265,2.887905133837787,strong,3,top_field,0,1,strong
w15714,2010,3.687056,3.697599693444065,exceptional,3,top_field,0,1,exceptional
w15715,2010,3.31136,3.1402515954849113,strong,1,lower,0,0,strong
w15716,2010,2.7610754999999996,2.476370377007721,strong,2,mid,0,0,strong
w15717,2010,2.7732975,2.731441301442612,strong,3,top_field,0,1,strong
w15718,2010,3.6964225,3.752836871236097,exceptional,3,top_field,0,1,exceptional
w15719,2010,3.889849,3.950997627880505,exceptional,4,top5,1,1,exceptional
w15720,2010,2.3024695,2.3566244107457432,fair,0,unmatched,0,0,fair
w15721,2010,1.558198,1.569990799301921,fair,0,unmatched,0,0,limited
w15722,2010,3.3800335,3.20410279899925,strong,0,unmatched,0,0,strong
w15723,2010,2.5886645,2.1420703812777244,fair,0,unmatched,0,0,fair
w15724,2010,3.2980895,3.3055082769550417,exceptional,4,top5,1,1,strong
w15725,2010,2.060671,2.0477091850183866,fair,0,unmatched,0,0,fair
w15726,2010,1.4856410000000002,1.4796960656446505,limited,0,unmatched,0,0,limited
w15727,2010,2.5980895000000004,2.4815471392836774,fair,0,unmatched,0,0,fair
w15728,2010,3.727327,3.728515917485544,exceptional,3,top_field,0,1,exceptional
w15729,2010,3.3172015,3.3251579256724826,exceptional,3,top_field,0,1,strong
w15730,2010,2.1293665000000006,2.1323143300566785,fair,3,top_field,0,1,fair
w15731,2010,2.0544555,1.9859386191170616,fair,0,unmatched,0,0,fair
w15732,2010,3.228285,2.9245148317779095,strong,0,unmatched,0,0,strong
w15733,2010,2.8077965000000003,2.7214836306733834,strong,0,unmatched,0,0,strong
w15734,2010,3.1074195,2.9857958911378586,strong,3,top_field,0,1,strong
w15735,2010,3.2686365,3.23483593886162,strong,3,top_field,0,1,strong
w15736,2010,2.3112465,2.186514591237593,fair,1,lower,0,0,fair
w15737,2010,2.3128095,2.107782490479397,fair,1,lower,0,0,fair
w15738,2010,3.8056975,3.810404438083044,exceptional,3,top_field,0,1,exceptional
w15739,2010,3.1476870000000003,3.0754638106190977,strong,2,mid,0,0,strong
w15740,2010,3.373109,3.3452022680312528,strong,2,mid,0,0,strong
w15741,2010,3.3448899999999995,3.3719101259459845,exceptional,0,unmatched,0,0,strong
w15742,2010,3.0895235000000003,3.0152717724268467,strong,1,lower,0,0,strong
w15743,2010,2.3266345,2.3493098376531973,strong,0,unmatched,0,0,strong
w15744,2010,2.0643645,1.8802265819241857,fair,0,unmatched,0,0,fair
w15745,2010,3.3455855,3.3357407926383917,strong,4,top5,1,1,strong
w15746,2010,3.778138,3.7985051937958696,exceptional,2,mid,0,0,exceptional
w15747,2010,3.737589,3.746002388025232,exceptional,3,top_field,0,1,exceptional
w15748,2010,3.3869215,3.3709413529150645,strong,4,top5,1,1,strong
w15749,2010,2.9978325,2.631488797118267,strong,4,top5,1,1,strong
w15750,2010,3.316435,3.2916814876604548,strong,4,top5,1,1,strong
w15751,2010,3.2641595,3.197030595679923,strong,3,top_field,0,1,strong
w15752,2010,2.4138855,2.4051476370785316,fair,0,unmatched,0,0,fair
w15753,2010,3.1314195,3.0180967235267553,strong,0,unmatched,0,0,strong
w15754,2010,3.4733699999999996,3.481461280155721,exceptional,3,top_field,0,1,exceptional
w15755,2010,3.7337145,3.7594437269888368,exceptional,3,top_field,0,1,exceptional
w15756,2010,2.93851,2.875775791205355,strong,3,top_field,0,1,strong
w15757,2010,3.3664354999999997,3.392695161883953,exceptional,3,top_field,0,1,strong
w15758,2010,2.5692865000000005,2.493826194583361,strong,3,top_field,0,1,strong
w15759,2010,3.507434,3.569487348797926,exceptional,3,top_field,0,1,strong
w15760,2010,3.346437,3.297499399745281,strong,1,lower,0,0,strong
w15761,2010,3.00759,2.7768670856886315,strong,0,unmatched,0,0,strong
w15762,2010,2.842089,2.7419391541639473,strong,4,top5,1,1,strong
w15763,2010,2.4762199999999996,2.063158436662873,fair,1,lower,0,0,fair
w15764,2010,3.130165,2.9505700362861673,strong,0,unmatched,0,0,strong
w15765,2010,2.5884905,2.506993718380456,strong,3,top_field,0,1,fair
w15766,2010,2.9722255,2.7433741590033103,strong,2,mid,0,0,fair
w15767,2010,3.4200535,3.4056254592268997,strong,3,top_field,0,1,strong
w15768,2010,3.1796285,3.104140979239723,strong,3,top_field,0,1,strong
w15769,2010,3.540603,3.5440521278496675,exceptional,0,unmatched,0,0,strong
w15770,2010,2.744942,2.061402404361207,fair,2,mid,0,0,fair
w15771,2010,2.757096,2.8068014349804624,strong,0,unmatched,0,0,fair
w15772,2010,1.805487,1.7249122932097745,limited,2,mid,0,0,limited
w15773,2010,3.639597,3.6436346894466736,exceptional,0,unmatched,0,0,exceptional
w15774,2010,2.6998344999999997,2.5592455838546297,strong,0,unmatched,0,0,strong
w15775,2010,3.2277635,3.133897066072373,strong,0,unmatched,0,0,strong
w15776,2010,3.919875,3.931292373767672,exceptional,3,top_field,0,1,exceptional
w15777,2010,3.454641,3.4472474481649464,exceptional,0,unmatched,0,0,strong
w15778,2010,2.3975375000000003,2.2665431218532848,fair,1,lower,0,0,fair
w15779,2010,2.778892,2.960768560266015,strong,0,unmatched,0,0,fair
w15780,2010,2.373138,2.327877865251512,fair,1,lower,0,0,fair
w15781,2010,2.216405,2.180500304724256,fair,0,unmatched,0,0,fair
w15782,2010,3.412876,3.483770947193437,exceptional,3,top_field,0,1,exceptional
w15783,2010,3.299296,3.1530982107260135,strong,0,unmatched,0,0,strong
w15784,2010,2.1470565,2.0880686455822923,fair,0,unmatched,0,0,fair
w15785,2010,3.9435265,3.953438436287281,exceptional,4,top5,1,1,exceptional
w15786,2010,3.3280875,3.364963834764519,exceptional,1,lower,0,0,strong
w15787,2010,3.3201875000000003,3.347581640763777,exceptional,0,unmatched,0,0,exceptional
w15788,2010,3.2011735000000003,2.970450939030973,strong,1,lower,0,0,strong
w15789,2010,2.1544675,2.063868077249032,fair,0,unmatched,0,0,fair
w15790,2010,3.5784695,3.6072765114860967,exceptional,0,unmatched,0,0,exceptional
w15791,2010,1.9441575,1.7481128775915544,limited,0,unmatched,0,0,fair
w15792,2010,2.8559675,2.7322105902097085,strong,3,top_field,0,1,strong
w15793,2010,2.136358,2.060763043078528,fair,0,unmatched,0,0,fair
w15794,2010,3.85984,3.8626830913185897,exceptional,3,top_field,0,1,exceptional
w15795,2010,3.0216425,3.141857872870532,exceptional,4,top5,1,1,fair
w15796,2010,2.0736345,2.0538138931845875,fair,1,lower,0,0,fair
w15797,2010,2.5328435,2.3412680446356178,fair,0,unmatched,0,0,fair
w15798,2010,3.1625735,3.299821465834446,strong,3,top_field,0,1,strong
w15799,2010,2.803109,2.449401876069075,fair,0,unmatched,0,0,fair
w15800,2010,3.380196,3.402229058400833,exceptional,1,lower,0,0,strong
w15801,2010,2.6453569999999997,2.552147756165392,strong,2,mid,0,0,strong
w15802,2010,2.1964179999999995,2.018200188651472,fair,0,unmatched,0,0,fair
w15803,2010,3.722938,3.776852108738058,exceptional,3,top_field,0,1,exceptional
w15804,2010,2.8176940000000004,2.485359062496145,fair,1,lower,0,0,fair
w15805,2010,2.920593,2.692083470661254,strong,0,unmatched,0,0,strong
w15806,2010,3.1358665,3.1983049119217326,exceptional,3,top_field,0,1,fair
w15807,2010,3.4007995,3.631010584455092,exceptional,1,lower,0,0,exceptional
w15808,2010,2.907134,2.906016614215342,strong,3,top_field,0,1,strong
w15809,2010,2.0155719999999997,2.0124285526005212,fair,3,top_field,0,1,fair
w15810,2010,2.5531509999999997,2.4826340601762427,strong,2,mid,0,0,strong
w15811,2010,2.950699,2.743448126131129,strong,0,unmatched,0,0,strong
w15812,2010,3.313534,3.2086233389899395,strong,2,mid,0,0,strong
w15813,2010,2.5804220000000004,2.289454586792042,fair,1,lower,0,0,fair
w15814,2010,3.406167,3.3892534488378594,strong,4,top5,1,1,strong
w15815,2010,2.9126765,2.7413190944882313,fair,0,unmatched,0,0,fair
w15816,2010,3.3363815,3.2606979447310245,strong,0,unmatched,0,0,strong
w15817,2010,3.7451775,3.767566358087069,exceptional,3,top_field,0,1,exceptional
w15818,2010,3.3403925,3.302954720746079,strong,0,unmatched,0,0,strong
w15819,2010,1.601145,1.4915198133362049,limited,1,lower,0,0,limited
w15820,2010,3.467736,3.4780074017306997,exceptional,2,mid,0,0,exceptional
w15821,2010,3.8391735,3.8415343679760694,exceptional,0,unmatched,0,0,exceptional
w15822,2010,3.3393705,3.31225993182453,strong,3,top_field,0,1,strong
w15823,2010,3.2606425,3.1893622494856366,strong,3,top_field,0,1,strong
w15824,2010,2.6194225,2.166858244912032,fair,3,top_field,0,1,fair
w15825,2010,2.1517625,2.1248540677751437,fair,2,mid,0,0,fair
w15826,2010,3.459158,3.46353210276037,exceptional,0,unmatched,0,0,strong
w15827,2010,3.8044185,3.8172623316460386,exceptional,0,unmatched,0,0,exceptional
w15828,2010,2.6590499999999997,2.647598923861052,strong,0,unmatched,0,0,fair
w15829,2010,2.9776325,2.8829003406129132,strong,1,lower,0,0,strong
w15830,2010,1.7053999999999998,1.7666903697621006,fair,1,lower,0,0,limited
w15831,2010,3.5182335,3.5333739039670884,exceptional,0,unmatched,0,0,strong
w15832,2010,3.5801985,3.583980920392176,exceptional,3,top_field,0,1,exceptional
w15833,2010,2.536407,2.4172830409432495,fair,3,top_field,0,1,fair
w15834,2010,2.2702495000000003,2.1931964456196997,fair,0,unmatched,0,0,fair
w15835,2010,3.72501,3.7288271535360664,exceptional,4,top5,1,1,exceptional
w15836,2010,2.6842165,2.6382723722785153,strong,0,unmatched,0,0,fair
w15837,2010,3.80242,3.8076164364207665,exceptional,3,top_field,0,1,exceptional
w15838,2010,1.862078,1.6597800711038522,limited,0,unmatched,0,0,limited
w15839,2010,3.7522385,3.7810007837774537,exceptional,4,top5,1,1,exceptional
w15840,2010,2.956869,2.859952299761459,strong,0,unmatched,0,0,strong
w15841,2010,2.865009,2.0935562830600416,fair,0,unmatched,0,0,fair
w15842,2010,2.9459679999999997,2.9094598199536494,strong,2,mid,0,0,strong
w15843,2010,2.0149835,2.0031853787819043,fair,0,unmatched,0,0,fair
w15844,2010,3.003123,2.7734003471706785,strong,0,unmatched,0,0,strong
w15845,2010,3.589983,3.609916969022108,exceptional,0,unmatched,0,0,exceptional
w15846,2010,3.3479165,3.3624205624086265,exceptional,1,lower,0,0,exceptional
w15847,2010,3.1212489999999997,3.0438968843367955,strong,3,top_field,0,1,strong
w15848,2010,2.8022615,2.3789305513083,fair,3,top_field,0,1,fair
w15849,2010,2.6437705,2.636504630716951,strong,3,top_field,0,1,fair
w15850,2010,2.867418,2.8323158038085317,strong,3,top_field,0,1,strong
w15851,2010,2.87287,2.7690390791303505,strong,0,unmatched,0,0,strong
w15852,2010,3.151554,3.0345184687042632,strong,4,top5,1,1,strong
w15853,2010,2.690933,2.5737710788679813,strong,2,mid,0,0,fair
w15854,2010,3.1258995,3.0631300656460336,strong,2,mid,0,0,strong
w15855,2010,3.532852,3.5536909274272004,exceptional,3,top_field,0,1,strong
w15856,2010,2.0818615,2.012323041606371,fair,0,unmatched,0,0,fair
w15857,2010,1.6348025,1.434183731982305,limited,0,unmatched,0,0,limited
w15858,2010,3.4397275,3.436076512145873,exceptional,0,unmatched,0,0,strong
w15859,2010,2.9709329999999996,2.749460433751634,strong,3,top_field,0,1,strong
w15860,2010,3.2722355,3.204447391646487,strong,0,unmatched,0,0,strong
w15861,2010,2.393165,2.2837878317851836,fair,4,top5,1,1,fair
w15862,2010,2.1388185,2.091512870439575,fair,1,lower,0,0,fair
w15863,2010,2.5497265,2.535262359823195,strong,0,unmatched,0,0,fair
w15864,2010,2.4964284999999995,2.0557427833903237,fair,2,mid,0,0,fair
w15865,2010,3.2647445,3.1878554550889153,strong,0,unmatched,0,0,strong
w15866,2010,3.5349525,3.5622556424634193,exceptional,4,top5,1,1,strong
w15867,2010,3.3107610000000003,3.2559336129662264,strong,1,lower,0,0,strong
w15868,2010,2.6272415,2.6746993921970876,strong,2,mid,0,0,strong
w15869,2010,3.52893,3.5322482905904495,exceptional,2,mid,0,0,strong
w15870,2010,3.7658325,3.776311534153206,exceptional,4,top5,1,1,exceptional
w15871,2010,3.0528835,2.8998081435534004,strong,0,unmatched,0,0,strong
w15872,2010,3.1830705,3.0159380525417294,strong,3,top_field,0,1,strong
w15873,2010,2.0908095,2.076945421700814,fair,0,unmatched,0,0,fair
w15874,2010,2.169961499999999,2.117900224738821,fair,0,unmatched,0,0,fair
w15875,2010,2.3230060000000003,2.0205233027617093,fair,0,unmatched,0,0,fair
w15876,2010,1.986504,1.98624766044072,fair,1,lower,0,0,fair
w15877,2010,3.337722,3.321570030569079,strong,3,top_field,0,1,strong
w15878,2010,3.61871,3.621668929650139,exceptional,1,lower,0,0,exceptional
w15879,2010,3.0319765000000003,2.9064531953527175,strong,0,unmatched,0,0,strong
w15880,2010,3.2783575000000003,3.1265176735365223,strong,1,lower,0,0,strong
w15881,2010,3.2243839999999997,3.023727538123865,strong,0,unmatched,0,0,strong
w15882,2010,3.6478055,3.6551267593036063,exceptional,3,top_field,0,1,exceptional
w15883,2010,3.896519,3.925328931752945,exceptional,0,unmatched,0,0,exceptional
w15884,2010,2.1401320000000004,2.011771413723249,fair,0,unmatched,0,0,fair
w15885,2010,3.365454,3.2008626702270986,strong,3,top_field,0,1,strong
w15886,2010,2.215268,2.06777004160309,fair,0,unmatched,0,0,fair
w15887,2010,2.0229144999999997,1.9959990772529363,fair,1,lower,0,0,fair
w15888,2010,1.0255725,1.018414918902593,limited,0,unmatched,0,0,limited
w15889,2010,3.1075755000000003,3.0308914290042863,strong,0,unmatched,0,0,strong
w15890,2010,2.42674,1.9904225952610748,limited,3,top_field,0,1,limited
w15891,2010,3.801358,3.827995619006584,exceptional,3,top_field,0,1,exceptional
w15892,2010,2.5606635,2.6290957850580416,strong,1,lower,0,0,fair
w15893,2010,3.6535685,3.668530448225947,exceptional,2,mid,0,0,exceptional
w15894,2010,2.6189359999999997,2.5919953176996957,strong,0,unmatched,0,0,fair
w15895,2010,2.8650735,2.7575882204470283,strong,1,lower,0,0,strong
w15896,2010,2.838562,2.795175243943883,strong,2,mid,0,0,fair
w15897,2010,2.2920119999999997,2.2144093493597357,fair,0,unmatched,0,0,fair
w15898,2010,3.870287,3.8785384936956566,exceptional,0,unmatched,0,0,exceptional
w15899,2010,3.2823659999999997,3.1648681401159613,strong,3,top_field,0,1,strong
w15900,2010,2.254072,2.283854996406402,fair,3,top_field,0,1,fair
w15901,2010,2.779359,2.625731474527465,strong,0,unmatched,0,0,strong
w15902,2010,3.1255040000000003,2.981962736437978,strong,3,top_field,0,1,strong
w15903,2010,3.2142850000000003,3.059194155638584,strong,3,top_field,0,1,strong
w15904,2010,3.006563,2.8449983758788586,strong,1,lower,0,0,strong
w15905,2010,3.0839925,3.1274058280922072,exceptional,0,unmatched,0,0,fair
w15906,2010,3.6002729999999996,3.6218418975025624,exceptional,2,mid,0,0,exceptional
w15907,2010,3.783043,3.79598170893674,exceptional,4,top5,1,1,exceptional
w15908,2010,3.1925895000000004,3.2935482186678975,exceptional,0,unmatched,0,0,strong
w15909,2010,1.8452855,1.6958192632993585,limited,2,mid,0,0,limited
w15910,2010,2.6760905,2.459018963854244,strong,1,lower,0,0,strong
w15911,2010,1.6680450000000002,1.6693802883373232,fair,0,unmatched,0,0,fair
w15912,2010,2.0620264999999995,2.0696371073961433,fair,3,top_field,0,1,fair
w15913,2010,3.598692,3.72449584112709,exceptional,0,unmatched,0,0,strong
w15914,2010,3.096383,2.9952736026440734,strong,0,unmatched,0,0,strong
w15915,2010,3.270768,3.27774773643744,strong,0,unmatched,0,0,strong
w15916,2010,2.9675285,3.080127700213957,strong,4,top5,1,1,strong
w15917,2010,2.0402060000000004,2.0050200149461936,fair,0,unmatched,0,0,fair
w15918,2010,3.9222035,3.930743426942811,exceptional,2,mid,0,0,exceptional
w15919,2010,3.039855,3.022424961580069,exceptional,2,mid,0,0,fair
w15920,2010,3.2932865,3.3267462372640466,exceptional,3,top_field,0,1,strong
w15921,2010,3.4271830000000003,3.425784233212148,exceptional,4,top5,1,1,strong
w15922,2010,2.882695,2.912976751540492,strong,3,top_field,0,1,strong
w15923,2010,3.3601285,3.391547564230839,exceptional,4,top5,1,1,strong
w15924,2010,3.558115,3.5675767754899725,exceptional,4,top5,1,1,strong
w15925,2010,3.260953,3.125203998519407,strong,3,top_field,0,1,strong
w15926,2010,3.1741565,3.045525492471521,strong,3,top_field,0,1,strong
w15927,2010,3.21349,3.0056877795682513,strong,3,top_field,0,1,strong
w15928,2010,2.4632289999999997,2.429191434196363,strong,0,unmatched,0,0,strong
w15929,2010,3.25855,3.297111315806055,exceptional,0,unmatched,0,0,strong
w15930,2010,1.1623675000000002,1.078873194609768,limited,0,unmatched,0,0,limited
w15931,2010,2.964905,2.804588014488748,strong,3,top_field,0,1,strong
w15932,2010,2.5643080000000005,2.4526236381174056,fair,0,unmatched,0,0,fair
w15933,2010,3.3106525,3.258135424923401,strong,2,mid,0,0,strong
w15934,2010,1.9023895,1.9424663529081585,fair,0,unmatched,0,0,fair
w15935,2010,3.1392130000000003,2.9938752114135054,strong,0,unmatched,0,0,strong
w15936,2010,2.6998154999999997,2.707522424639275,strong,0,unmatched,0,0,strong
w15937,2010,2.5298155,2.156182035528089,fair,1,lower,0,0,fair
w15938,2010,2.639423,2.6217888455191045,strong,2,mid,0,0,strong
w15939,2010,3.1180185,3.024325578965302,strong,3,top_field,0,1,strong
w15940,2010,2.1401905,2.117929590886187,fair,3,top_field,0,1,fair
w15941,2010,3.311756,3.1533248772386937,strong,3,top_field,0,1,strong
w15942,2010,3.0778435,2.9422587850049213,strong,3,top_field,0,1,strong
w15943,2010,3.2683175,3.0673441245108264,strong,1,lower,0,0,strong
w15944,2010,3.857865,3.859188982898971,exceptional,3,top_field,0,1,exceptional
w15945,2010,2.463581,2.0421514664243556,fair,2,mid,0,0,fair
w15946,2010,3.4135435,3.394208816075229,strong,2,mid,0,0,strong
w15947,2010,3.350732,3.261116476377486,strong,0,unmatched,0,0,strong
w15948,2010,3.267401,3.2625438199763765,strong,0,unmatched,0,0,strong
w15949,2010,3.344604,3.4179421820304183,exceptional,0,unmatched,0,0,strong
w15950,2010,2.678966,2.3426209203498107,fair,0,unmatched,0,0,fair
w15951,2010,2.203551,2.106687724048846,fair,3,top_field,0,1,fair
w15952,2010,3.5540825000000003,3.568961267534448,exceptional,3,top_field,0,1,exceptional
w15953,2010,2.228797,2.1047381788465804,fair,0,unmatched,0,0,fair
w15954,2010,2.8963305000000004,3.0050254565159027,strong,3,top_field,0,1,strong
w15955,2010,3.0494529999999997,2.9479856534622697,strong,2,mid,0,0,strong
w15956,2010,2.522808,2.1242162776784403,fair,0,unmatched,0,0,fair
w15957,2010,3.7336365,3.7516420362222935,exceptional,4,top5,1,1,exceptional
w15958,2010,3.4751104999999995,3.4757853862272787,exceptional,3,top_field,0,1,strong
w15959,2010,2.5697645,2.4712764601793165,strong,3,top_field,0,1,strong
w15960,2010,3.137281,2.993300055509013,strong,3,top_field,0,1,strong
w15961,2010,3.8733955,3.8915836706983127,exceptional,1,lower,0,0,exceptional
w15962,2010,3.4279175,3.461781840669005,exceptional,0,unmatched,0,0,exceptional
w15963,2010,3.43143,3.429356460687298,strong,3,top_field,0,1,strong
w15964,2010,1.6147129999999998,1.2073228373235243,limited,3,top_field,0,1,limited
w15965,2010,2.572164,2.3364704956480065,strong,0,unmatched,0,0,limited
w15966,2010,3.4038250000000003,3.354783856480415,strong,2,mid,0,0,strong
w15967,2010,3.1435829999999996,2.9892962106859313,strong,0,unmatched,0,0,strong
w15968,2010,3.3131425,3.1270442363990583,strong,3,top_field,0,1,strong
w15969,2010,2.2711055,2.071250404572447,fair,2,mid,0,0,fair
w15970,2010,3.8068205,3.818890512501664,exceptional,3,top_field,0,1,exceptional
w15971,2010,3.1288035,2.924887063968861,strong,0,unmatched,0,0,strong
w15972,2010,3.2993255,3.15483674763024,strong,3,top_field,0,1,strong
w15973,2010,3.4987359999999996,3.5045666977069985,exceptional,0,unmatched,0,0,strong
w15974,2010,2.970999,2.933238343881939,strong,2,mid,0,0,strong
w15975,2010,3.1458325,2.9366677267145045,strong,0,unmatched,0,0,strong
w15976,2010,3.278669,3.3094664737755606,strong,3,top_field,0,1,strong
w15977,2010,3.418038,3.3788448429789457,exceptional,0,unmatched,0,0,strong
w15978,2010,2.5519095,2.5315771125197495,strong,0,unmatched,0,0,strong
w15979,2010,2.0861985,2.0288213094627823,fair,1,lower,0,0,fair
w15980,2010,3.735205,3.750902925067987,exceptional,4,top5,1,1,exceptional
w15981,2010,3.3712315,3.3154776441447904,strong,3,top_field,0,1,strong
w15982,2010,2.1084565,2.003125853795647,fair,0,unmatched,0,0,fair
w15983,2010,3.1520185,3.0175989383345048,strong,3,top_field,0,1,strong
w15984,2010,2.4423075,2.1847324064880755,fair,4,top5,1,1,fair
w15985,2010,3.0541225,2.7816280645705245,strong,0,unmatched,0,0,strong
w15986,2010,3.1731995,2.989291617290645,strong,2,mid,0,0,strong
